JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457134.48801,14.677,0.023,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.51,Z,18.684,19.356,,SN 2015F,VVS,STD,,,,
2457134.48876,14.669,0.024,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.51,Z,18.687,19.330,,SN 2015F,VVS,STD,,,,
2457135.48628,14.654,0.023,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.51,Z,18.704,19.373,,SN 2015F,VVS,STD,,,,
2457135.48703,14.720,0.024,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.51,Z,18.711,19.382,,SN 2015F,VVS,STD,,,,
2457136.254,14.09,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457136.99306,15.0,,,Vis.,KEI,,14.9,15.1,14654GF,,,,Z,,,,SN 2015F,AAVSO,STD,,,,
2457137.213,14.18,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457137.48332,14.813,0.027,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.52,Z,18.694,19.375,,SN 2015F,VVS,STD,,,,
2457137.48406,14.849,0.026,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.52,Z,18.698,19.358,,SN 2015F,VVS,STD,,,,
2457138.48381,14.914,0.066,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.52,Z,19.755,20.396,,SN 2015F,VVS,STD,,,,
2457138.48455,15.093,0.073,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.52,Z,19.719,20.471,,SN 2015F,VVS,STD,,,,
2457139.224,14.35,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457139.48225,15.043,0.035,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.53,Z,18.782,19.465,,SN 2015F,VVS,STD,,,,
2457139.48299,14.962,0.033,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.53,Z,18.785,19.447,,SN 2015F,VVS,STD,,,,
2457140.213,14.41,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457140.48172,15.087,0.037,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.53,Z,18.761,19.428,,SN 2015F,VVS,STD,,,,
2457140.48248,15.025,0.037,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.53,Z,18.776,19.458,,SN 2015F,VVS,STD,,,,
2457142.217,14.47,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457143.225,14.53,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457143.47978,15.112,0.043,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.54,Z,18.774,19.421,,SN 2015F,VVS,STD,,,,
2457143.48053,15.084,0.040,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.55,Z,18.764,19.469,,SN 2015F,VVS,STD,,,,
2457144.47971,15.146,0.045,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.55,Z,18.773,19.464,,SN 2015F,VVS,STD,,,,
2457144.48045,15.059,0.044,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.55,Z,18.797,19.432,,SN 2015F,VVS,STD,,,,
2457145.207,14.62,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457145.47894,15.184,0.059,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.56,Z,18.873,19.529,,SN 2015F,VVS,STD,,,,
2457145.47968,15.107,0.053,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.56,Z,18.854,19.546,,SN 2015F,VVS,STD,,,,
2457146.47888,15.222,0.055,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.56,Z,18.752,19.387,,SN 2015F,VVS,STD,,,,
2457146.47962,15.244,0.054,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.56,Z,18.746,19.382,,SN 2015F,VVS,STD,,,,
2457147.214,14.71,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457147.47856,15.241,0.046,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.57,Z,18.735,19.427,,SN 2015F,VVS,STD,,,,
2457147.47932,15.184,0.043,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.57,Z,18.703,19.437,,SN 2015F,VVS,STD,,,,
2457148.47762,15.232,0.037,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.57,Z,18.805,19.461,,SN 2015F,VVS,STD,,,,
2457148.47836,15.254,0.039,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.58,Z,18.787,19.473,,SN 2015F,VVS,STD,,,,
2457149.259,14.83,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457150.47751,15.286,0.040,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.59,Z,18.815,19.504,,SN 2015F,VVS,STD,,,,
2457150.47826,15.329,0.043,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.59,Z,18.815,19.478,,SN 2015F,VVS,STD,,,,
2457151.237,14.89,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457151.47713,15.338,0.039,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.60,Z,18.747,19.430,,SN 2015F,VVS,STD,,,,
2457151.47787,15.346,0.041,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.60,Z,18.749,19.422,,SN 2015F,VVS,STD,,,,
2457152.47351,15.349,0.037,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.59,Z,18.753,19.436,,SN 2015F,VVS,STD,,,,
2457152.47426,15.336,0.035,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.60,Z,18.753,19.402,,SN 2015F,VVS,STD,,,,
2457153.47306,15.413,0.040,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.60,Z,18.784,19.460,,SN 2015F,VVS,STD,,,,
2457153.47380,15.370,0.041,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.60,Z,18.779,19.494,,SN 2015F,VVS,STD,,,,
2457154.250,14.98,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457154.47301,15.451,0.065,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.61,Z,19.460,20.150,,SN 2015F,VVS,STD,,,,
2457154.47375,15.418,0.059,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.61,Z,19.341,20.037,,SN 2015F,VVS,STD,,,,
2457155.235,15.04,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457155.47278,15.375,0.034,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.62,Z,18.761,19.447,,SN 2015F,VVS,STD,,,,
2457155.47352,15.369,0.035,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.62,Z,18.752,19.443,,SN 2015F,VVS,STD,,,,
